TicketId,SaleId,Quantity
304,3201,5
304,3236,4
304,3241,2
304,3399,10
304,3632,7
304,3769,6
304,4054,3
304,4380,9
304,4416,4
304,4504,3
304,4546,9
304,5100,2
304,5316,2
304,5717,3
304,6308,2
305,160,2
305,376,9
305,384,2
305,432,4
305,1116,7
305,1260,3
305,1277,10
305,2122,8
305,2474,8
305,2600,9
305,2939,5
305,3256,2
305,3318,10
305,3333,3
305,3715,7
305,4029,3
305,4096,1
305,4398,1
305,5163,6
306,317,2
306,769,4
306,815,3
306,1314,7
306,1392,8
306,1414,10
306,1470,3
306,1875,8
306,2575,8
306,2701,8
306,2825,5
306,3215,3
306,3995,2
306,4333,4
306,4475,1
306,4628,8
306,4676,6
306,5002,8
306,5522,2
307,81,7
307,838,1
307,1431,4
307,2072,9
307,4221,5
307,5325,7
307,5975,1
307,6049,1
307,6129,10
307,6338,7
307,6431,8
307,6443,9
307,6515,7
307,6538,7
307,6574,8
307,6585,6
307,6602,3
308,225,8
308,407,7
308,430,4
308,472,4
308,1165,9
308,1261,2
308,2477,5
308,2542,8
308,2677,1
308,3376,3
308,3601,7
308,3736,5
308,3866,1
308,4167,9
308,4648,8
308,5248,7
308,5314,9
308,5694,2
308,6966,1
309,846,7
309,1243,4
309,1362,6
309,2224,7
309,2805,10
309,3768,6
309,4069,10
309,4276,4
309,4412,8
309,4432,4
309,4479,7
309,4774,7
309,5639,1
309,5666,9
309,5767,9
309,7178,1
310,226,2
310,451,5
310,464,1
310,614,2
310,1558,7
310,1601,10
310,2681,2
310,3462,4
310,3665,1
310,3806,1
310,4153,6
310,4695,10
310,5201,9
310,5324,10
310,5499,9
310,5506,5
310,6313,5
310,6675,5
310,6742,2
310,6946,4
311,1225,1
311,1263,10
311,2165,8
311,2535,7
311,2702,4
311,2799,6
311,4411,4
311,4931,3
311,5108,3
311,5776,3
311,5859,6
311,5862,4
311,5878,8
311,5964,1
311,6113,3
311,6414,7
311,6455,8
311,6558,10
311,6599,3
312,181,5
312,590,1
312,610,2
312,682,3
312,829,6
312,1113,7
312,1381,10
312,1521,1
312,1557,8
312,1686,4
312,1995,2
312,2027,9
312,2429,7
312,2748,6
312,3054,6
312,3275,10
312,3347,6
312,3362,5
312,5905,1
312,6334,1
313,22,2
313,54,8
313,638,9
313,711,8
313,874,2
313,1092,5
313,1230,6
313,1241,8
313,1436,8
313,1475,1
313,2605,2
313,2741,1
313,2801,7
313,2852,8
313,3088,5
313,3582,2
313,3695,2
313,3740,8
313,4058,7
313,4168,1
314,336,6
314,1486,8
314,1970,8
314,2620,8
314,3044,8
314,3100,1
314,3170,6
314,4316,4
314,4421,1
314,4531,10
314,4617,4
314,4808,5
314,4821,3
314,4978,3
314,5031,1
314,5158,6
314,5485,9
314,5709,5
314,6332,2
314,6357,1
314,6807,1
315,238,1
315,402,4
315,782,2
315,1083,2
315,1204,6
315,1736,10
315,1771,8
315,1938,8
315,2112,9
315,2344,6
315,2975,4
315,3010,9
315,3227,8
315,3440,2
315,3497,2
315,3834,7
315,4701,5
315,5143,3
315,5295,2
315,5426,1
315,6907,1
316,393,3
316,757,10
316,1064,8
316,1867,8
316,2774,4
316,2874,7
316,2940,7
316,3011,8
316,3278,10
316,3470,9
316,3767,10
316,3993,5
316,4331,4
316,4352,7
317,16,8
317,302,4
317,2540,7
317,2749,5
317,2944,10
317,3653,3
317,3821,7
317,3841,2
317,3842,3
317,3858,2
317,3881,6
317,3906,3
317,4056,8
317,4138,5
317,4366,2
317,4835,6
317,4888,6
317,4993,5
317,5107,8
317,5569,8
317,5571,1
317,5673,7
317,5801,5
317,5874,2
317,6152,5
317,6288,4
317,6390,5
317,6479,10
317,6673,3
317,6701,7
317,6708,10
317,6731,6
317,6831,6
317,6869,9
317,6909,5
317,7056,4
317,7059,2
317,7093,2
317,7100,2
317,7186,8
317,7215,10
317,7373,3
317,7408,7
317,7430,2
317,7440,6
317,7442,1
317,7446,2
317,7462,7
317,7575,7
317,7593,4
317,7653,9
317,7661,8
317,7726,9
317,7728,4
317,7746,8
317,7755,4
317,7769,3
317,7794,1
317,7823,2
317,7855,5
317,7865,8
317,7913,5
317,7922,7
317,7933,3
317,7941,6
317,7985,9
317,8019,5
317,8067,4
317,8077,4
317,8091,5
317,8147,4
317,8166,6
317,8210,5
317,8304,8
317,8306,1
317,8336,3
317,8428,1
317,8465,10
317,8506,10
317,8527,10
317,8550,6
317,8563,5
317,8572,2
317,8574,2
317,8578,4
317,8580,9
317,8659,6
317,8720,1
317,8758,2
317,8767,9
317,8837,4
317,8839,2
317,8846,10
317,8872,9
317,8911,6
317,8949,7
317,9002,10
317,9008,6
317,9010,5
317,9022,8
317,9069,8
317,9078,6
317,9125,8
317,9203,1
317,9221,8
317,9283,5
317,9351,1
317,9384,10
317,9408,1
317,9423,4
317,9426,6
317,9449,3
317,9477,10
317,9506,4
317,9524,2
317,9568,7
317,9576,1
317,9591,2
317,9663,8
317,9727,2
317,9753,10
317,9763,1
317,9783,9
317,9828,8
317,9861,9
317,9880,4
317,9886,1
317,9899,4
317,9908,6
317,9914,8
317,9924,4
317,9939,10
317,9950,6
317,9963,6
317,10032,1
317,10043,5
317,10048,5
317,10156,3
317,10186,8
317,10312,9
317,10390,4
317,10414,1
317,10449,1
317,10481,7
317,10486,3
317,10530,1
317,10533,3
317,10537,3
317,10543,2
317,10551,5
317,10562,8
317,10571,1
317,10646,10
317,10680,5
317,10682,1
317,10709,9
317,10719,2
317,10805,6
317,10834,5
317,10858,8
317,10864,5
317,10919,5
317,10922,4
317,10974,10
317,10980,3
317,11005,2
317,11025,8
317,11058,1
317,11061,4
317,11064,5
317,11065,8
317,11095,2
317,11101,10
317,11139,7
317,11173,8
317,11175,10
317,11176,9
317,11215,9
317,11339,8
317,11346,7
317,11348,8
317,11412,1
317,11439,2
317,11444,8
317,11484,2
317,11506,7
317,11528,8
317,11552,6
317,11557,10
317,11619,10
317,11630,6
317,11654,1
317,11698,10
317,11704,1
317,11707,1
317,11711,7
317,11766,3
317,11771,3
317,11882,7
317,11920,5
317,11928,1
317,11940,7
317,11947,10
317,11952,1
317,11974,7
317,11991,7
317,12046,10
317,12198,7
317,12200,10
317,12213,1
317,12215,9
317,12247,9
317,12347,5
317,12383,6
317,12416,10
317,12445,1
317,12467,6
317,12477,8
317,12500,3
317,12501,2
317,12515,1
317,12528,10
317,12604,5
317,12682,4
317,12693,4
317,12695,8
317,12703,5
317,12734,2
317,12741,5
317,12788,7
317,12798,7
317,12806,2
317,12914,7
317,12979,8
317,12985,10
317,12993,4
317,13102,2
317,13116,7
317,13154,7
317,13242,2
317,13244,9
317,13259,3
317,13356,6
317,13365,9
317,13400,7
317,13468,10
317,13589,1
317,13592,10
317,13600,6
317,13616,6
317,13728,6
317,13737,3
317,13763,3
317,13853,5
317,13857,1
317,13876,3
317,13951,3
317,13981,6
317,13986,5
317,14122,7
317,14142,9
317,14167,3
317,14179,3
317,14181,7
317,14182,4
317,14239,6
317,14243,6
317,14244,1
317,14339,7
317,14343,2
317,14362,6
317,14397,1
317,14404,8
317,14499,6
317,14557,6
317,14576,7
317,14628,2
317,14632,7
317,14641,6
317,14662,2
317,14745,3
317,14747,1
317,14760,1
317,14772,4
317,14781,6
317,14782,4
317,14828,1
317,14841,7
317,14948,6
317,14983,7
317,15159,3
317,15167,3
317,15169,2
317,15195,1
317,15233,2
317,15243,10
317,15255,7
317,15326,6
317,15347,4
317,15381,9
317,15393,9
317,15427,7
317,15432,2
317,15486,4
317,15544,2
317,15569,6
317,15581,1
317,15633,3
317,15638,9
317,15654,10
317,15660,4
317,15661,1
317,15699,3
317,15726,3
317,15793,5
317,15832,6
317,15840,1
317,15882,1
317,15907,4
317,15930,8
317,15961,4
317,16021,5
317,16054,4
317,16110,5
317,16155,5
317,16166,6
317,16224,7
317,16319,6
317,16358,4
317,16378,6
317,16440,2
317,16445,3
317,16473,7
317,16496,8
317,16550,8
317,16559,4
317,16578,9
317,16585,9
317,16626,4
317,16637,6
317,16650,6
317,16660,8
317,16669,7
317,16706,1
317,16723,2
317,16728,3
317,16735,7
317,16752,7
317,16767,9
317,16782,1
317,16800,7
317,16803,8
317,16807,10
317,16849,4
317,16878,4
317,16933,7
317,16942,5
317,16997,4
317,17045,1
317,17084,5
317,17134,5
317,17212,9
317,17214,1
317,17240,9
317,17266,2
317,17364,4
317,17403,4
317,17421,10
317,17424,1
317,17499,6
317,17507,8
317,17538,2
317,17554,8
317,17581,2
317,17626,5
317,17687,10
317,17748,4
317,17825,4
317,17844,7
317,17866,10
317,17885,2
317,17912,1
317,17946,6
317,17985,10
317,18017,5
317,18078,7
317,18093,2
317,18100,3
317,18222,7
317,18235,8
317,18297,5
317,18300,2
317,18367,3
317,18378,5
317,18450,8
317,18461,6
317,18468,3
317,18526,10
317,18541,2
317,18551,7
317,18562,1
317,18598,6
317,18642,1
317,18648,6
317,18652,3
317,18688,7
317,18722,3
317,18765,1
317,18778,4
317,18802,3
317,18815,6
317,18817,6
317,18829,10
317,18834,1
317,18857,4
317,18863,7
317,18873,6
317,18938,2
317,18943,7
317,18955,9
317,18977,3
317,19029,6
317,19042,1
317,19075,2
317,19076,3
317,19079,6
317,19084,7
317,19124,9
317,19148,6
317,19157,3
317,19172,8
317,19179,10
317,19232,10
317,19346,2
317,19349,2
317,19350,1
317,19366,2
317,19403,3
317,19409,4
317,19432,4
317,19469,7
317,19517,3
317,19553,4
317,19639,9
317,19702,6
317,19717,3
317,19736,3
317,19792,1
317,19809,4
317,19815,8
317,19825,4
317,19838,1
317,19844,6
317,19921,6
317,19923,1
317,19934,7
317,19943,2
317,19956,9
317,19957,8
317,20129,6
317,20133,10
317,20140,2
317,20153,8
317,20188,2
317,20242,1
317,20279,5
317,20311,8
317,20318,6
317,20329,7
317,20332,7
317,20361,8
317,20365,10
317,20394,2
317,20540,3
317,20563,7
317,20569,7
317,20610,8
317,20618,8
317,20709,7
317,20744,9
317,20820,6
317,20894,9
317,20953,4
317,20965,6
317,21001,9
317,21035,10
317,21078,6
317,21160,2
317,21241,10
317,21276,9
317,21336,8
317,21339,3
317,21383,4
317,21459,1
317,21492,10
317,21531,8
317,21539,8
317,21559,4
317,21562,7
317,21567,4
317,21576,7
317,21630,3
317,21650,2
317,21702,7
317,21741,2
317,21746,10
317,21788,5
317,21812,2
317,21816,5
317,21819,10
317,21826,8
317,21906,4
317,21970,8
317,21978,2
317,22016,3
317,22037,3
317,22061,8
317,22095,9
317,22116,7
317,22133,2
317,22171,2
317,22180,5
317,22269,10
317,22316,7
317,22372,2
317,22403,7
317,22430,1
317,22469,10
317,22544,2
317,22560,9
317,22575,4
317,22652,7
317,22780,7
317,22810,10
317,22832,4
317,22874,2
317,22894,10
317,22922,5
317,22953,4
317,22970,5
317,22992,5
317,22993,7
317,22998,2
317,23017,1
317,23101,9
317,23109,2
317,23205,8
317,23240,1
317,23247,9
317,23251,8
317,23255,10
317,23281,6
317,23317,1
317,23379,9
317,23498,10
317,23566,4
317,23588,4
317,23620,1
317,23626,5
317,23630,8
317,23704,7
317,23709,8
317,23740,2
317,23761,6
317,23806,4
317,23813,10
317,23853,10
317,23892,9
317,23900,6
317,23907,4
317,23942,7
317,23967,10
317,23994,8
317,24003,3
317,24055,4
317,24071,5
317,24089,5
317,24095,5
317,24109,5
317,24140,10
317,24157,6
317,24176,3
317,24199,4
317,24291,1
317,24305,8
317,24328,8
317,24338,2
317,24360,7
317,24368,8
317,24373,2
317,24380,6
317,24397,3
317,24438,10
317,24466,8
317,24495,6
317,24573,3
317,24607,8
317,24676,5
317,24703,7
317,24737,7
317,24780,5
317,24829,4
317,24841,5
317,24858,7
317,24869,2
317,24886,8
317,24934,1
317,24952,3
317,24960,7
317,24994,9
317,25015,9
317,25034,9
317,25064,3
317,25146,2
317,25166,4
317,25213,4
317,25218,6
317,25260,4
317,25267,3
317,25361,6
317,25412,4
317,25505,2
317,25520,6
317,25565,7
317,25585,2
317,25593,8
317,25645,3
317,25656,7
317,25663,4
317,25672,1
317,25676,8
317,25678,8
317,25689,10
317,25716,10
317,25806,1
317,25820,9
317,25824,5
317,25830,4
317,25840,5
317,25883,2
317,25916,4
317,25959,5
317,25968,1
317,26151,1
318,452,7
318,483,9
318,2147,9
318,2832,7
318,3080,10
318,3538,8
318,5091,2
318,5396,2
318,5431,4
318,5463,10
318,5532,2
318,5560,5
318,5935,8
318,6329,3
318,6361,5
318,6447,2
318,6464,7
318,6646,6
318,6678,2
318,6700,8
318,6784,8
318,6808,9
318,6821,2
318,6881,4
318,6912,9
318,6973,1
318,6975,4
318,6997,2
318,7017,8
318,7022,4
318,7095,9
318,7114,2
318,7120,9
318,7132,7
318,7175,3
318,7228,3
318,7244,5
318,7257,10
318,7262,6
318,7271,3
318,7289,10
318,7313,6
318,7370,1
318,7388,7
318,7399,1
318,7401,3
318,7429,5
318,7454,2
318,7456,1
318,7477,2
318,7492,7
318,7494,8
318,7558,9
318,7576,9
318,7601,9
318,7628,8
318,7657,7
318,7670,2
318,7698,6
318,7712,1
318,7738,6
318,7814,10
318,7889,8
318,7924,8
318,7946,5
318,7980,5
318,7984,6
318,7993,7
318,8008,9
318,8010,9
318,8022,5
318,8069,9
318,8086,3
318,8099,7
318,8101,3
318,8214,8
318,8219,1
318,8230,3
318,8249,1
318,8263,1
318,8272,7
318,8299,7
318,8310,2
318,8324,10
318,8330,10
318,8377,6
318,8379,1
318,8380,2
318,8388,4
318,8408,3
318,8413,6
318,8457,7
318,8477,4
318,8486,6
318,8568,3
318,8673,2
318,8716,7
318,8764,10
318,8807,2
318,8875,5
318,8881,8
318,8894,6
318,8956,6
318,8964,8
318,8966,1
318,8978,4
318,9001,5
318,9004,5
318,9016,2
318,9030,1
318,9038,2
318,9039,1
318,9042,10
318,9055,9
318,9061,6
318,9063,3
318,9087,4
318,9100,1
318,9101,5
318,9177,7
318,9218,4
318,9245,8
318,9259,10
318,9270,1
318,9342,9
318,9346,3
318,9374,1
318,9394,5
318,9439,5
318,9453,8
318,9481,10
318,9533,9
318,9609,3
318,9648,3
318,9654,1
318,9660,10
318,9670,2
318,9676,1
318,9732,6
318,9784,5
318,9787,4
318,9845,5
318,9870,9
318,9942,3
318,9962,5
318,9964,1
318,9977,4
318,10002,5
318,10054,5
318,10114,7
318,10134,5
318,10139,10
318,10143,1
318,10177,1
318,10184,9
318,10192,9
318,10215,6
318,10304,4
318,10306,7
318,10315,10
318,10391,8
318,10419,5
318,10420,9
318,10471,3
318,10472,2
318,10488,2
318,10508,10
318,10513,6
318,10534,2
318,10550,3
318,10608,8
318,10612,10
318,10655,1
318,10699,10
318,10702,1
318,10730,1
318,10741,5
318,10752,8
318,10793,6
318,10836,3
318,10856,7
318,10983,5
318,11009,6
318,11032,9
318,11049,9
318,11055,9
318,11088,5
318,11111,5
318,11124,6
318,11154,4
318,11167,3
318,11180,8
318,11232,1
318,11261,3
318,11294,6
318,11302,6
318,11364,7
318,11399,7
318,11411,3
318,11420,8
318,11480,10
318,11487,10
318,11507,7
318,11562,8
318,11563,4
318,11584,8
318,11601,7
318,11603,9
318,11611,10
318,11673,2
318,11694,3
318,11697,8
318,11746,4
318,11767,1
318,11776,3
318,11785,7
318,11792,8
318,11795,9
318,11797,6
318,11903,10
318,11936,9
318,11965,5
318,12007,8
318,12018,9
318,12048,9
318,12086,3
318,12108,4
318,12138,10
318,12157,9
318,12219,8
318,12220,5
318,12229,9
318,12244,1
318,12245,8
318,12264,6
318,12307,3
318,12350,1
318,12352,2
318,12371,10
318,12376,8
318,12387,7
318,12409,5
318,12431,9
318,12446,8
318,12450,2
318,12452,8
318,12505,1
318,12519,1
318,12533,10
318,12538,5
318,12544,2
318,12560,1
318,12563,1
318,12624,1
318,12657,4
318,12660,7
318,12681,10
318,12686,2
318,12697,7
318,12737,4
318,12757,3
318,12769,7
318,12864,7
318,12895,9
318,12900,3
318,12925,4
318,12942,7
318,12992,9
318,13012,2
318,13021,10
318,13027,2
318,13099,2
318,13147,1
318,13176,5
318,13179,4
318,13301,3
318,13302,7
318,13303,3
318,13330,2
318,13340,2
318,13352,2
318,13361,8
318,13412,10
318,13434,10
318,13435,4
318,13452,3
318,13458,9
318,13466,2
318,13506,1
318,13564,9
318,13583,4
318,13609,5
318,13624,9
318,13648,6
318,13676,10
318,13691,3
318,13714,7
318,13743,9
318,13751,6
318,13765,1
318,13784,3
318,13821,9
318,13861,7
318,13865,8
318,13878,10
318,13933,6
318,13978,8
318,14000,2
318,14031,6
318,14032,2
318,14064,5
318,14109,1
318,14123,8
318,14154,2
318,14172,1
318,14177,7
318,14189,1
318,14192,3
318,14212,10
318,14213,8
318,14246,8
318,14247,3
318,14272,1
318,14287,5
318,14296,1
318,14334,2
318,14348,6
318,14376,10
318,14424,4
318,14475,6
318,14502,9
318,14564,9
318,14575,5
318,14627,5
318,14634,8
318,14689,9
318,14738,9
318,14881,6
318,14890,9
318,14899,3
318,14920,3
318,14938,2
318,14956,5
318,14971,4
318,14999,9
318,15000,5
318,15047,2
318,15080,10
318,15099,7
318,15101,1
318,15180,4
318,15289,2
318,15311,1
318,15396,1
318,15414,9
318,15418,1
318,15483,4
318,15498,10
318,15559,7
318,15562,3
318,15588,4
318,15604,2
318,15608,10
318,15637,2
318,15652,3
318,15664,6
318,15675,1
318,15719,6
318,15724,5
318,15733,2
318,15738,1
318,15742,4
318,15776,10
318,15795,4
318,15801,1
318,15803,1
318,15829,5
318,15918,6
318,15928,1
318,16018,2
318,16052,7
318,16053,1
318,16095,4
318,16107,7
318,16148,6
318,16193,1
318,16194,6
318,16204,2
318,16215,6
318,16244,6
318,16255,10
318,16371,8
318,16376,7
318,16381,5
318,16404,9
318,16405,3
318,16406,3
318,16424,1
318,16439,5
318,16506,10
318,16529,6
318,16530,7
318,16533,7
318,16539,3
318,16557,10
318,16566,1
318,16645,7
318,16675,5
318,16747,2
318,16811,5
318,16826,1
318,16832,8
318,16840,3
318,16846,4
318,16925,8
318,16936,10
318,16948,10
318,16951,9
318,16955,6
318,16978,7
318,16986,5
318,16995,1
318,17017,10
318,17076,3
318,17089,8
318,17117,3
318,17231,6
318,17307,5
318,17336,2
318,17445,3
318,17456,6
318,17472,3
318,17508,10
318,17514,10
318,17515,8
318,17543,1
318,17575,4
318,17589,2
318,17649,1
318,17652,3
318,17688,7
318,17699,3
318,17708,7
318,17726,9
318,17728,5
318,17740,4
318,17747,10
318,17758,3
318,17772,1
318,17781,7
318,17793,6
318,17805,4
318,17822,7
318,17835,6
318,17840,2
318,17861,5
318,17868,9
318,17910,8
318,17952,2
318,17982,9
318,18027,3
318,18030,3
318,18038,9
318,18039,10
318,18064,7
318,18070,7
318,18076,3
318,18128,6
318,18132,3
318,18176,2
318,18184,10
318,18203,2
318,18210,10
318,18212,7
318,18239,8
318,18292,4
318,18299,8
318,18326,3
318,18327,8
318,18418,4
318,18460,4
318,18470,7
318,18476,2
318,18485,10
318,18504,7
318,18531,8
318,18603,8
318,18605,7
318,18622,1
318,18635,8
318,18663,9
318,18736,4
318,18740,8
318,18758,4
318,18783,1
318,18795,4
318,18878,6
318,18908,6
318,18967,2
318,18972,3
318,18990,3
318,19016,4
318,19159,6
318,19176,5
318,19229,3
318,19282,3
318,19308,8
318,19331,1
318,19335,9
318,19339,5
318,19413,8
318,19415,2
318,19416,8
318,19417,7
318,19429,2
318,19431,1
318,19439,9
318,19440,7
318,19459,6
318,19575,8
318,19615,3
318,19622,4
318,19687,9
318,19723,4
318,19739,6
318,19740,9
318,19773,3
318,19790,4
318,19822,10
318,19830,6
318,19835,8
318,19836,8
318,19853,6
318,19862,7
318,19891,1
318,19904,3
318,19983,4
318,19989,4
318,19992,4
318,19993,6
318,20045,5
318,20046,4
318,20062,3
318,20082,3
318,20119,9
318,20122,8
318,20181,7
318,20184,3
318,20191,3
318,20217,10
318,20234,3
318,20251,2
318,20264,9
318,20286,7
318,20294,5
318,20307,5
318,20321,2
318,20351,7
318,20378,3
318,20443,10
318,20445,6
318,20463,10
318,20525,9
318,20636,4
318,20646,6
318,20655,5
318,20665,1
318,20690,10
318,20723,3
318,20791,4
318,20809,1
318,20822,3
318,20847,5
318,20873,1
318,20934,8
318,20968,2
318,20985,4
318,20997,6
318,21004,10
318,21005,1
318,21010,7
318,21016,3
318,21025,3
318,21029,10
318,21040,4
318,21066,10
318,21068,10
318,21099,9
318,21105,2
318,21109,2
318,21143,7
318,21146,10
318,21166,1
318,21192,8
318,21247,8
318,21267,10
318,21310,6
318,21313,4
318,21329,8
318,21363,1
318,21402,6
318,21425,8
318,21442,8
318,21443,8
318,21462,2
318,21596,1
318,21613,9
318,21617,10
318,21654,4
318,21672,10
318,21720,4
318,21745,3
318,21765,5
318,21795,10
318,21836,7
318,21927,2
318,21941,7
318,21955,2
318,21964,2
318,22033,7
318,22055,10
318,22115,7
318,22131,5
318,22145,6
318,22176,10
318,22178,6
318,22185,10
318,22186,5
318,22191,10
318,22204,1
318,22215,1
318,22224,5
318,22285,1
318,22318,2
318,22323,8
318,22345,6
318,22404,3
318,22418,5
318,22426,6
318,22653,4
318,22668,9
318,22688,1
318,22691,1
318,22695,5
318,22701,9
318,22733,3
318,22739,3
318,22763,5
318,22853,10
318,22871,1
318,22883,1
318,22965,8
318,23026,6
318,23070,4
318,23092,8
318,23108,4
318,23110,6
318,23134,2
318,23179,1
318,23197,7
318,23218,6
318,23271,8
318,23319,1
318,23350,10
318,23366,6
318,23441,4
318,23459,7
318,23470,8
318,23486,1
318,23521,7
318,23574,9
318,23579,6
318,23605,5
318,23625,2
318,23646,7
318,23652,4
318,23654,4
318,23670,4
318,23679,2
318,23715,3
318,23720,1
318,23746,1
318,23753,6
318,23754,1
318,23767,2
318,23773,9
318,23775,7
318,23828,1
318,23921,2
318,23949,1
318,23958,8
318,23968,1
318,23974,8
318,24025,3
318,24046,4
318,24048,4
318,24114,6
318,24152,8
318,24185,2
318,24204,8
318,24274,1
318,24286,7
318,24326,7
318,24347,4
318,24372,8
318,24430,3
318,24432,9
318,24470,5
318,24483,8
318,24572,1
318,24577,7
318,24583,2
318,24592,8
318,24614,8
318,24679,8
318,24687,9
318,24747,5
318,24862,9
318,24899,10
318,24995,4
318,25006,5
318,25036,10
318,25055,2
318,25058,2
318,25097,3
318,25111,10
318,25114,5
318,25128,4
318,25134,1
318,25141,7
318,25174,10
318,25207,2
318,25212,9
318,25225,4
318,25270,7
318,25279,6
318,25327,8
318,25332,3
318,25351,3
318,25358,8
318,25386,10
318,25440,7
318,25538,3
318,25586,8
318,25662,8
318,25673,2
318,25681,8
318,25704,7
318,25712,5
318,25735,3
318,25757,8
318,25775,5
318,25845,10
318,25848,8
318,25908,1
318,25915,9
318,25927,10
318,26034,7
318,26088,3
318,26098,10
318,26159,5
318,26169,2
318,26186,2
318,26236,2
318,26243,7
318,26255,1
318,26260,6
318,26271,9
318,26272,7
318,26308,3
318,26316,8
318,26318,5
318,26384,10
318,26387,9
318,26410,1
318,26501,6
318,26503,2
318,26504,1
318,26506,7
318,26508,5
318,26511,5
318,26515,10
318,26517,2
318,26519,10
318,26520,4
318,26524,2
318,26529,1
318,26532,7
318,26534,5
318,26535,10
318,26536,6
318,26539,10
318,26540,3
318,26541,5
319,183,4
319,263,10
319,1234,4
319,1554,9
319,2354,2
319,2665,8
319,3413,2
319,3617,6
319,3840,1
319,4443,4
319,4555,5
319,4791,10
319,5244,8
319,5595,8
319,5914,4
319,5924,6
319,5941,5
319,6041,6
319,6079,7
319,6160,7
319,6239,9
319,6339,8
319,6471,2
319,6556,7
319,6589,2
319,6595,9
319,6770,8
319,6956,10
319,6996,5
319,7007,7
319,7031,4
319,7038,1
319,7081,9
319,7193,10
319,7205,9
319,7278,8
319,7337,3
319,7339,1
319,7353,9
319,7394,4
319,7416,10
319,7436,8
319,7438,6
319,7500,2
319,7512,6
319,7544,10
319,7634,2
319,7695,5
319,7697,2
319,7710,7
319,7711,2
319,7722,9
319,7731,5
319,7789,1
319,7810,3
319,7831,10
319,7853,6
319,7907,9
319,7917,3
319,7948,8
319,7951,5
319,8018,5
319,8026,6
319,8071,5
319,8107,3
319,8135,10
319,8155,7
319,8157,4
319,8172,7
319,8177,7
319,8192,3
319,8213,10
319,8222,10
319,8246,5
319,8314,6
319,8331,1
319,8333,8
319,8334,9
319,8359,7
319,8373,1
319,8387,4
319,8398,1
319,8401,4
319,8403,1
319,8502,4
319,8535,7
319,8581,2
319,8619,2
319,8634,9
319,8646,5
319,8664,8
319,8668,2
319,8681,4
319,8685,10
319,8691,4
319,8840,10
319,8891,3
319,8899,9
319,8931,5
319,8962,6
319,8967,8
319,8971,9
319,9013,2
319,9046,3
319,9065,1
319,9068,1
319,9082,10
319,9094,1
319,9105,7
319,9108,5
319,9124,3
319,9168,7
319,9217,4
319,9223,3
319,9260,2
319,9333,2
319,9340,1
319,9390,3
319,9398,2
319,9429,1
319,9448,8
319,9491,8
319,9545,10
319,9573,10
319,9600,5
319,9623,6
319,9635,7
319,9638,6
319,9640,6
319,9689,9
319,9711,10
319,9733,9
319,9760,6
319,9765,10
319,9773,8
319,9814,3
319,9833,9
319,9859,8
319,9866,5
319,9879,2
319,9897,7
319,9954,9
319,10020,7
319,10025,1
319,10034,1
319,10081,9
319,10097,9
319,10104,10
319,10193,6
319,10194,7
319,10203,10
319,10228,7
319,10268,5
319,10272,9
319,10284,9
319,10285,10
319,10297,7
319,10383,7
319,10401,10
319,10412,6
319,10439,8
319,10459,6
319,10462,8
319,10480,10
319,10624,3
319,10696,2
319,10735,2
319,10767,5
319,10806,4
319,10829,8
319,10850,4
319,10874,6
319,10925,5
319,10934,1
319,10939,5
319,10959,8
319,10995,6
319,11177,7
319,11185,8
319,11186,1
319,11249,8
319,11289,9
319,11323,2
319,11345,8
319,11355,9
319,11360,3
319,11423,9
319,11436,8
319,11513,10
319,11521,4
319,11685,6
319,11695,3
319,11721,8
319,11734,4
319,11742,5
319,11761,7
319,11787,10
319,11836,2
319,11841,2
319,11876,4
319,11877,9
319,11951,4
319,11961,6
319,12049,8
319,12050,10
319,12051,2
319,12088,4
319,12163,5
319,12180,6
319,12188,8
319,12207,3
319,12286,1
319,12294,7
319,12303,9
319,12324,10
319,12336,10
319,12361,1
319,12365,2
319,12439,8
319,12451,8
319,12508,3
319,12540,2
319,12557,6
319,12583,9
319,12593,1
319,12599,3
319,12623,5
319,12679,10
319,12708,6
319,12743,2
319,12818,2
319,12825,8
319,12868,4
319,12877,7
319,12901,9
319,12961,8
319,12968,6
319,12969,1
319,12970,3
319,12982,1
319,12990,4
319,12995,10
319,13003,8
319,13011,8
319,13036,5
319,13071,4
319,13076,7
319,13089,2
319,13101,5
319,13149,8
319,13195,7
319,13196,1
319,13224,10
319,13235,9
319,13238,7
319,13248,7
319,13257,1
319,13279,4
319,13304,2
319,13314,7
319,13384,9
319,13427,3
319,13464,5
319,13471,8
319,13476,6
319,13522,9
319,13558,8
319,13568,8
319,13586,5
319,13587,10
319,13598,3
319,13601,9
319,13649,1
319,13670,8
319,13708,7
319,13794,6
319,13796,10
319,13814,5
319,13825,5
319,13837,2
319,13854,6
319,13867,1
319,13871,7
319,13877,3
319,13881,4
319,13916,6
319,14002,6
319,14015,8
319,14039,8
319,14057,7
319,14085,5
319,14105,5
319,14108,8
319,14147,9
319,14176,4
319,14275,7
319,14351,6
319,14379,9
319,14387,4
319,14420,7
319,14482,7
319,14536,4
319,14542,1
319,14556,4
319,14723,9
319,14742,9
319,14755,4
319,14801,9
319,14827,10
319,14906,9
319,14925,3
319,14955,10
319,14985,3
319,14992,8
319,15028,2
319,15071,8
319,15076,8
319,15088,10
319,15102,5
319,15104,2
319,15126,5
319,15196,8
319,15228,5
319,15237,7
319,15241,1
